icd3	I48	stage
icd3	I48	treatment
icd3	I50	stage
icd3	I50	treatment
icd3	I21	stage
icd3	I21	treatment
icd3	I26	stage
icd3	I26	treatment
icd3	I63	stage
icd3	I63	treatment
icd3	I80	stage
icd3	I80	treatment
icd3	I82	stage
icd3	I82	treatment
icd3	I95	stage
icd3	I95	treatment
icd3	R57	stage
icd3	R57	treatment
icd3	J18	stage
icd3	J18	treatment
icd3	J96	stage
icd3	J96	treatment
icd3	J69	stage
icd3	J69	treatment
icd3	J93	stage
icd3	J93	treatment
icd3	J94	stage
icd3	J94	treatment
icd3	J95	stage
icd3	J95	treatment
icd3	N17	stage
icd3	N17	treatment
icd3	N18	stage
icd3	N18	treatment
icd3	N19	stage
icd3	N19	treatment
icd3	N13	stage
icd3	N13	treatment
icd3	N39	stage
icd3	N39	treatment
icd3	K72	stage
icd3	K72	treatment
icd3	K76	stage
icd3	K76	treatment
icd3	K71	stage
icd3	K71	treatment
icd3	D61	stage
icd3	D61	treatment
icd3	D62	stage
icd3	D62	treatment
icd3	D68	stage
icd3	D68	treatment
icd3	D69	stage
icd3	D69	treatment
icd3	D70	stage
icd3	D70	treatment
icd3	D72	stage
icd3	D72	treatment
icd3	A41	stage
icd3	A41	treatment
icd3	R65	stage
icd3	R65	treatment
icd3	B37	stage
icd3	B37	treatment
icd3	B95	stage
icd3	B95	treatment
icd3	B96	stage
icd3	B96	treatment
icd3	T85	stage
icd3	T85	treatment
icd3	G93	stage
icd3	G93	treatment
icd3	R40	stage
icd3	R40	treatment
icd3	G40	stage
icd3	G40	treatment
icd3	F05	stage
icd3	F05	treatment
icd3	G89	stage
icd3	G89	treatment
icd3	E86	stage
icd3	E86	treatment
icd3	E87	stage
icd3	E87	treatment
icd3	E83	stage
icd3	E83	treatment
icd3	E88	stage
icd3	E88	treatment
icd3	E16	stage
icd3	E16	treatment
icd3	E11	stage
icd3	E11	treatment
icd3	K25	stage
icd3	K25	treatment
icd3	K56	stage
icd3	K56	treatment
icd3	K63	stage
icd3	K63	treatment
icd3	K65	stage
icd3	K65	treatment
icd3	K92	stage
icd3	K92	treatment
icd3	K91	stage
icd3	K91	treatment
icd3	K59	stage
icd3	K59	treatment
icd3	L89	stage
icd3	L89	treatment
icd3	L03	stage
icd3	L03	treatment
icd3	R53	stage
icd3	R53	treatment
icd3	R50	stage
icd3	R50	treatment
icd3	R64	stage
icd3	R64	treatment
icd3	E46	stage
icd3	E46	treatment
icd3	E43	stage
icd3	E43	treatment
icd3	M62	stage
icd3	M62	treatment
icd3	M79	stage
icd3	M79	treatment
icd3	T81	stage
icd3	T81	treatment
icd3	T88	stage
icd3	T88	treatment
icd3	Z51	stage
icd3	Z51	treatment
icd3	F10	stage
icd3	F10	treatment
icd3	F32	stage
icd3	F32	treatment
icd3	F41	stage
icd3	F41	treatment
icd3	I10	stage
icd3	I10	treatment
icd3	E78	stage
icd3	E78	treatment
icd3	N40	stage
icd3	N40	treatment
icd3	M81	stage
icd3	M81	treatment
icd3	J44	stage
icd3	J44	treatment
icd3	E66	stage
icd3	E66	treatment
icd3	I25	stage
icd3	I25	treatment
icd3	E55	stage
icd3	E55	treatment
icd3	K21	stage
icd3	K21	treatment
icd3	J45	stage
icd3	J45	treatment
icd3	I73	stage
icd3	I73	treatment
icd3	M10	stage
icd3	M10	treatment
icd3	D50	stage
icd3	D50	treatment
icd3	N20	stage
icd3	N20	treatment
icd3	K80	stage
icd3	K80	treatment
icd3	G47	stage
icd3	G47	treatment
icd3	H35	stage
icd3	H35	treatment
icd3	I49	stage
icd3	I49	treatment
icd3	M17	stage
icd3	M17	treatment
icd3	M16	stage
icd3	M16	treatment
icd3	E04	stage
icd3	E04	treatment
icd3	G43	stage
icd3	G43	treatment
icd3	K29	stage
icd3	K29	treatment
icd3	H66	stage
icd3	H66	treatment
icd3	R97	stage
icd3	R97	treatment
icd3	R79	stage
icd3	R79	treatment
icd3	R82	stage
icd3	R82	treatment
icd3	R71	stage
icd3	R71	treatment
icd3	R73	stage
icd3	R73	treatment
icd3	R74	stage
icd3	R74	treatment
icd3	R77	stage
icd3	R77	treatment
icd3	R78	stage
icd3	R78	treatment
icd3	R80	stage
icd3	R80	treatment
icd3	R87	stage
icd3	R87	treatment
icd3	R89	stage
icd3	R89	treatment
icd3	D75	stage
icd3	D75	treatment
icd4	I48.0	stage
icd4	I48.0	treatment
icd4	I48.1	stage
icd4	I48.1	treatment
icd4	I48.2	stage
icd4	I48.2	treatment
icd4	I82.4	stage
icd4	I82.4	treatment
icd4	J69.0	stage
icd4	J69.0	treatment
icd4	J94.8	stage
icd4	J94.8	treatment
icd4	K59.0	stage
icd4	K59.0	treatment
icd4	K63.1	stage
icd4	K63.1	treatment
icd4	K65.1	stage
icd4	K65.1	treatment
icd4	K91.8	stage
icd4	K91.8	treatment
icd4	N39.0	stage
icd4	N39.0	treatment
icd4	I95.1	stage
icd4	I95.1	treatment
icd4	I95.2	stage
icd4	I95.2	treatment
icd4	I95.8	stage
icd4	I95.8	treatment
icd4	E11.6	stage
icd4	E11.6	treatment
icd4	E16.2	stage
icd4	E16.2	treatment
icd4	F10.2	stage
icd4	F10.2	treatment
icd4	G89.1	stage
icd4	G89.1	treatment
icd4	G89.2	stage
icd4	G89.2	treatment
icd4	G89.3	stage
icd4	G89.3	treatment
icd4	L89.1	stage
icd4	L89.1	treatment
icd4	L89.3	stage
icd4	L89.3	treatment
icd4	B37.0	stage
icd4	B37.0	treatment
icd4	B95.6	stage
icd4	B95.6	treatment
icd4	B96.2	stage
icd4	B96.2	treatment
icd4	Z51.1	stage
icd4	Z51.1	treatment
icd4	Z51.5	stage
icd4	Z51.5	treatment
icd4	R50.8	stage
icd4	R50.8	treatment
icd4	E83.5	stage
icd4	E83.5	treatment
icd4	E88.0	stage
icd4	E88.0	treatment
icd4	M62.8	stage
icd4	M62.8	treatment
icd4	M79.1	stage
icd4	M79.1	treatment
icd4	R53.0	stage
icd4	R53.0	treatment
icd4	R53.8	stage
icd4	R53.8	treatment
icd4	I50.2	stage
icd4	I50.2	treatment
icd4	I50.3	stage
icd4	I50.3	treatment
icd4	I50.4	stage
icd4	I50.4	treatment
icd4	I21.4	stage
icd4	I21.4	treatment
icd4	I26.9	stage
icd4	I26.9	treatment
icd4	I63.4	stage
icd4	I63.4	treatment
icd4	I63.5	stage
icd4	I63.5	treatment
icd4	J18.1	stage
icd4	J18.1	treatment
icd4	J18.9	stage
icd4	J18.9	treatment
icd4	J96.0	stage
icd4	J96.0	treatment
icd4	J96.1	stage
icd4	J96.1	treatment
icd4	J96.2	stage
icd4	J96.2	treatment
icd4	J95.8	stage
icd4	J95.8	treatment
icd4	N17.0	stage
icd4	N17.0	treatment
icd4	N17.9	stage
icd4	N17.9	treatment
icd4	N18.3	stage
icd4	N18.3	treatment
icd4	N18.4	stage
icd4	N18.4	treatment
icd4	N18.6	stage
icd4	N18.6	treatment
icd4	K72.9	stage
icd4	K72.9	treatment
icd4	K76.6	stage
icd4	K76.6	treatment
icd4	D61.8	stage
icd4	D61.8	treatment
icd4	D69.3	stage
icd4	D69.3	treatment
icd4	D69.5	stage
icd4	D69.5	treatment
icd4	D69.6	stage
icd4	D69.6	treatment
icd4	D70.1	stage
icd4	D70.1	treatment
icd4	D70.2	stage
icd4	D70.2	treatment
icd4	A41.5	stage
icd4	A41.5	treatment
icd4	A41.9	stage
icd4	A41.9	treatment
icd4	R65.2	stage
icd4	R65.2	treatment
icd4	G93.4	stage
icd4	G93.4	treatment
icd4	G93.6	stage
icd4	G93.6	treatment
icd4	E86.0	stage
icd4	E86.0	treatment
icd4	E87.1	stage
icd4	E87.1	treatment
icd4	E87.2	stage
icd4	E87.2	treatment
icd4	E87.5	stage
icd4	E87.5	treatment
icd4	E87.6	stage
icd4	E87.6	treatment
icd4	K56.6	stage
icd4	K56.6	treatment
icd4	K92.0	stage
icd4	K92.0	treatment
icd4	K92.1	stage
icd4	K92.1	treatment
icd4	K92.2	stage
icd4	K92.2	treatment
icd4	T81.4	stage
icd4	T81.4	treatment
icd4	R97.0	stage
icd4	R97.0	treatment
icd4	R97.1	stage
icd4	R97.1	treatment
icd4	R97.2	stage
icd4	R97.2	treatment
icd4	R97.8	stage
icd4	R97.8	treatment
icd4	R79.0	stage
icd4	R79.0	treatment
icd4	R79.1	stage
icd4	R79.1	treatment
icd4	R79.8	stage
icd4	R79.8	treatment
icd4	R82.7	stage
icd4	R82.7	treatment
icd4	R82.8	stage
icd4	R82.8	treatment
icd4	R71.8	stage
icd4	R71.8	treatment
icd4	R73.0	stage
icd4	R73.0	treatment
icd4	R73.9	stage
icd4	R73.9	treatment
icd4	R74.0	stage
icd4	R74.0	treatment
icd4	R74.8	stage
icd4	R74.8	treatment
phecode	427.2	stage
phecode	427.2	treatment
phecode	428	stage
phecode	428	treatment
phecode	411.4	stage
phecode	411.4	treatment
phecode	433.21	stage
phecode	433.21	treatment
phecode	458	stage
phecode	458	treatment
phecode	785.5	stage
phecode	785.5	treatment
phecode	480	stage
phecode	480	treatment
phecode	518.4	stage
phecode	518.4	treatment
phecode	507	stage
phecode	507	treatment
phecode	512	stage
phecode	512	treatment
phecode	511.8	stage
phecode	511.8	treatment
phecode	585	stage
phecode	585	treatment
phecode	584	stage
phecode	584	treatment
phecode	591	stage
phecode	591	treatment
phecode	599	stage
phecode	599	treatment
phecode	571.2	stage
phecode	571.2	treatment
phecode	570	stage
phecode	570	treatment
phecode	572.2	stage
phecode	572.2	treatment
phecode	284.1	stage
phecode	284.1	treatment
phecode	285.1	stage
phecode	285.1	treatment
phecode	287.1	stage
phecode	287.1	treatment
phecode	287.3	stage
phecode	287.3	treatment
phecode	288	stage
phecode	288	treatment
phecode	038	stage
phecode	038	treatment
phecode	995.91	stage
phecode	995.91	treatment
phecode	112	stage
phecode	112	treatment
phecode	041	stage
phecode	041	treatment
phecode	348	stage
phecode	348	treatment
phecode	780.01	stage
phecode	780.01	treatment
phecode	338	stage
phecode	338	treatment
phecode	276.5	stage
phecode	276.5	treatment
phecode	276.1	stage
phecode	276.1	treatment
phecode	275.4	stage
phecode	275.4	treatment
phecode	251.2	stage
phecode	251.2	treatment
phecode	250.2	stage
phecode	250.2	treatment
phecode	531	stage
phecode	531	treatment
phecode	560	stage
phecode	560	treatment
phecode	567	stage
phecode	567	treatment
phecode	578	stage
phecode	578	treatment
phecode	997.4	stage
phecode	997.4	treatment
phecode	564	stage
phecode	564	treatment
phecode	780.79	stage
phecode	780.79	treatment
phecode	780.6	stage
phecode	780.6	treatment
phecode	783.21	stage
phecode	783.21	treatment
phecode	260	stage
phecode	260	treatment
phecode	728	stage
phecode	728	treatment
phecode	729.1	stage
phecode	729.1	treatment
phecode	58	stage
phecode	58	treatment
phecode	317	stage
phecode	317	treatment
phecode	296.2	stage
phecode	296.2	treatment
phecode	300	stage
phecode	300	treatment
phecode	401.1	stage
phecode	401.1	treatment
phecode	272.1	stage
phecode	272.1	treatment
phecode	600	stage
phecode	600	treatment
phecode	733	stage
phecode	733	treatment
phecode	496	stage
phecode	496	treatment
phecode	278.1	stage
phecode	278.1	treatment
phecode	411.8	stage
phecode	411.8	treatment
phecode	268	stage
phecode	268	treatment
phecode	530.1	stage
phecode	530.1	treatment
phecode	495	stage
phecode	495	treatment
phecode	443.9	stage
phecode	443.9	treatment
phecode	274.1	stage
phecode	274.1	treatment
phecode	280.1	stage
phecode	280.1	treatment
phecode	592	stage
phecode	592	treatment
phecode	574	stage
phecode	574	treatment
phecode	327	stage
phecode	327	treatment
phecode	427.89	stage
phecode	427.89	treatment
phecode	715.1	stage
phecode	715.1	treatment
phecode	240	stage
phecode	240	treatment
phecode	339.1	stage
phecode	339.1	treatment
phecode	535	stage
phecode	535	treatment
phecode	560.2	stage
phecode	560.2	treatment
phecode	790.93	stage
phecode	790.93	treatment
phecode	790.94	stage
phecode	790.94	treatment
phecode	790.6	stage
phecode	790.6	treatment
phecode	791	stage
phecode	791	treatment
phecode	790.21	stage
phecode	790.21	treatment
phecode	790.29	stage
phecode	790.29	treatment
phecode	790.4	stage
phecode	790.4	treatment
phecode	790.5	stage
phecode	790.5	treatment
phecode	289.9	stage
phecode	289.9	treatment
phecode	486	stage
phecode	486	treatment
phecode	518.81	stage
phecode	518.81	treatment
death_met	death	stage
death_met	death	treatment
death_met	adrenalM	stage
death_met	adrenalM	treatment
death_met	boneM	stage
death_met	boneM	treatment
death_met	brainM	stage
death_met	brainM	treatment
death_met	liverM	stage
death_met	liverM	treatment
death_met	lungM	stage
death_met	lungM	treatment
death_met	nodeM	stage
death_met	nodeM	treatment
death_met	peritonealM	stage
death_met	peritonealM	treatment
